].pos_y				= -2.162401 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 178 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 6.128825 
=888=R=Obstacles[0].pos_x				= 9.748068 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 182 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 5.807315 
=888=R=Obstacles[0].pos_x				= 7.789705 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 219 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -17.636559 
=888=R=Obstacles[0].pos_x				= -6.305651 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 226 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.269797 
=888=R=Obstacles[0].pos_x				= -7.024432 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
NewDir/plan.cpp===Line: 00277: R=ObstacleGridMap[0][0]				= 3 
===NewDir/plan.cpp===Line: 00278: R=ObstacleGridMap[0][199]			= 3 
===NewDir/plan.cpp===Line: 00279: R=ObstacleGridMap[399][0]			= 1 
===NewDir/plan.cpp===Line: 00280: R=ObstacleGridMap[399][199]			= 3 
===NewDir/plan.cpp===Line: 00381: R=Latitude 	= 0.000000 
===NewDir/plan.cpp===Line: 00382: R=Longitude	= 0.000000 
===NewDir/plan.cpp===Line: 00393: R=LocalizationResult.x 		= 0.000000 
===NewDir/plan.cpp===Line: 00394: R=LocalizationResult.y 		= 0.000000 
===NewDir/plan.cpp===Line: 00443: R=sysmgtAvpCmdInfo.avp_req = 0 
===NewDir/plan.cpp===Line: 00462: R=sysmgtStatusInfo.StateAVP		= 1 
===NewDir/plan.cpp===Line: 00463: R=sysmgtStatusInfo.StateAVPLast	= 0 
===NewDir/plan.cpp===Line: 00493: R=hdmapInfo.planpath	= 0 
===NewDir/plan.cpp===Line: 00498: R=hdmapInfo.goal_x 	= 0.000000 
===NewDir/plan.cpp===Line: 00499: R=hdmapInfo.goal_y 	= 0.000000 
===NewDir/plan.cpp===Line: 00515: =2020-05-16-PathPlanner_Process_100ms===Read_PpHdMap_DeHdmapFrontPlLane===  
===NewDir/plan.cpp===Line: 00519: R=plan_seg_count			= 0 
 =777= counts: 731
===NewDir/plan.cpp===Line: 00632: R=hdmapLocalLaneInfo.LocalLane[0].node_count	= 0 
===NewDir/plan.cpp===Line: 00633: R=hdmapLocalLaneInfo.LocalLane[0].laneID	= 0 
===NewDir/plan.cpp===Line: 00641: R=lane_count	= 0 
 =777= surParking_list.num = 0 
===NewDir/plan.cpp===Line: 00642: R=next_seg_count		= 0 
===NewDir/plan.cpp===Line: 00652: =R=globalPathStatus.globalpath_status		= 0 
===NewDir/plan.cpp===Line: 00683: =101size=====  0
======plan.cpp===client = -1
tcp client readn error
command received...len = 0
waiting for reconnection...
NewDir/plan.cpp===Line: 01385: W=apaParkingInfo.APA_PrkgMod			= 0 
===NewDir/plan.cpp===Line: 01386: W=apaParkingInfo.APA_OrntnChgAvl		= 0 
===NewDir/plan.cpp===Line: 01387: W=apaParkingInfo.APA_CrtPrkgOrntn		= 0 
===NewDir/plan.cpp===Line: 01388: W=apaParkingInfo.APA_PrkgModChgAvl		= 0 
===NewDir/plan.cpp===Line: 01389: W=apaParkingInfo.APA_PrkgDirChgAvl		= 0 
===NewDir/plan.cpp===Line: 01390: W=apaParkingInfo.APA_UISettingModAvl	= 0 
===NewDir/plan.cpp===Line: 01391: W=apaParkingInfo.APA_PrkgDir			= 0 
===NewDir/plan.cpp===Line: 01392: W=apaParkingInfo.APA_UISettingMod		= 0 
===NewDir/plan.cpp===Line: 01393: W=apaParkingInfo.APA_PrkgSlot_1L		= 0 
===NewDir/plan.cpp===Line: 01394: W=apaParkingInfo.APA_PrkgSlot_2L		= 0 
===NewDir/plan.cpp===Line: 01395: W=apaParkingInfo.APA_PrkgSlot_3L		= 0 
===NewDir/plan.cpp===Line: 01396: W=apaParkingInfo.APA_PrkgSlot_1R		= 0 
===NewDir/plan.cpp===Line: 01397: W=apaParkingInfo.APA_PrkgSlot_2R		= 0 
===NewDir/plan.cpp===Line: 01398: W=apaParkingInfo.APA_PrkgSlot_3R		= 0 
===NewDir/plan.cpp===Line: 01399: W=apaParkingInfo.APA_PrkgSlotCoor_1L	= 0 
===NewDir/plan.cpp===Line: 01400: W=apaParkingInfo.APA_PrkgSlotCoor_2L	= 0 
===NewDir/plan.cpp===Line: 01401: W=apaParkingInfo.APA_PrkgSlotCoor_3L	= 0 
===NewDir/plan.cpp===Line: 01402: W=apaParkingInfo.APA_PrkgSlotCoor_1R	= 0 
===NewDir/plan.cpp===Line: 01403: W=apaParkingInfo.APA_PrkgSlotCoor_2R	= 0 
===NewDir/plan.cpp===Line: 01404: W=apaParkingInfo.APA_PrkgSlotCoor_3R	= 0 
===NewDir/plan.cpp===Line: 01405: W=apaParkingInfo.APA_PrkgSlotSta_1L 	= 0 
===NewDir/plan.cpp===Line: 01406: W=apaParkingInfo.APA_PrkgSlotSta_2L 	= 0 
===NewDir/plan.cpp===Line: 01407: W=apaParkingInfo.APA_PrkgSlotSta_3L 	= 0 
===NewDir/plan.cpp===Line: 01408: W=apaParkingInfo.APA_PrkgSlotSta_1R 	= 0 
===NewDir/plan.cpp===Line: 01409: W=apaParkingInfo.APA_PrkgSlotSta_2R 	= 0 
===NewDir/plan.cpp===Line: 01410: W=apaParkingInfo.APA_PrkgSlotSta_3R 	= 0 
===NewDir/plan.cpp===Line: 01419: W=parkId.parking_id = 0 
===NewDir/plan.cpp===Line: 01427: W=parkStartInfo.park_start_flag = 0 
===NewDir/plan.cpp===Line: 01429: W=ParkingRefPos.parking_length			= 0.000000 
===NewDir/plan.cpp===Line: 01430: W=ParkingRefPos.parking_depth 			= 0.000000 
===NewDir/plan.cpp===Line: 01431: W=ParkingRefPos.parking_type			= 0 
===NewDir/plan.cpp===Line: 01432: W=ParkingRefPos.park_direction			= 0 
===NewDir/plan.cpp===Line: 01434: W=ParkingRefPos.start_point_x 			= 0.000000 
===NewDir/plan.cpp===Line: 01435: W=ParkingRefPos.start_point_y 			= 0.000000 
===NewDir/plan.cpp===Line: 01436: W=ParkingRefPos.start_point_heading	= 0.000000 
===NewDir/plan.cpp===Line: 01437: W=ParkingRefPos.line_fir_point_x	 	= 0.000000 
===NewDir/plan.cpp===Line: 01438: W=ParkingRefPos.line_fir_point_y	 	= 0.000000 
===NewDir/plan.cpp===Line: 01439: W=ParkingRefPos.line_sec_point_x	 	= 0.000000 
===NewDir/plan.cpp===Line: 01440: W=ParkingRefPos.line_sec_point_y	 	= 0.000000 
===NewDir/plan.cpp===Line: 01441: W=ParkingRefPos.fr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01442: W=ParkingRefPos.fr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01443: W=ParkingRefPos.rr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01444: W=ParkingRefPos.rr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01445: W=ParkingRefPos.rl_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01446: W=ParkingRefPos.rl_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01447: W=ParkingRefPos.fl_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01448: W=ParkingRefPos.fl_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01456: W=toSysMgtInfo.PathPlannerParkStartFlag 	= 0 
===NewDir/plan.cpp===Line: 01457: W=toSysMgtInfo.PathPlannerCallTerminalFlag	= 0 
===NewDir/plan.cpp===Line: 01458: W=toSysMgtInfo.no_parking					= 0 
===NewDir/plan.cpp===Line: 01459: W=toSysMgtInfo.trajectory_status			= 0 
===NewDir/plan.cpp===Line: 01460: W=toSysMgtInfo.obstacle_flag				= 0 
===NewDir/plan.cpp===Line: 01461: W=toSysMgtInfo.light						= 0 
===NewDir/plan.cpp===Line: 01462: W=toSysMgtInfo.find_park_type				= 0 
===NewDir/plan.cpp===Line: 01472: W=errorFlag.pathplanner_status	 = 0 
===NewDir/plan.cpp===Line: 01478: W==PathPlanner_Process_100ms===Write_PpPathPlanner_DePlanningFlag===	
===NewDir/plan.cpp===Line: 01482: W=planReqFlag.planning_hdmap_flag = 0 
====888===PathPlanner_Process_100ms=== 
NewDir/plan.cpp===Line: 00072: PathPlanner Version =V1.16 
===NewDir/plan.cpp===Line: 00073: PathPlannerbin Version=V36 
===NewDir/plan.cpp===Line: 00159: R=parkingPlaceInfo.park_num					= 0 
===NewDir/plan.cpp===Line: 00205: R=frame_index			= 81519 
===NewDir/plan.cpp===Line: 00206: R=obstacle_num 			= 19 
====888=R=Obstacles[0].id					= 6 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 0.044944 
=888=R=Obstacles[0].pos_x				= 9.876477 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 15 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.107721 
=888=R=Obstacles[0].pos_x				= -1.378036 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 16 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -3.528006 
=888=R=Obstacles[0].pos_x				= -7.057911 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 20 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -3.014345 
=888=R=Obstacles[0].pos_x				= -3.705396 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 237 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.198547 
=888=R=Obstacles[0].pos_x				= 2.942245 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 252 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.091905 
=888=R=Obstacles[0].pos_x				= 4.568520 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 253 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -1.919658 
=888=R=Obstacles[0].pos_x				= 7.112118 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 148 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -4.463798 
=888=R=Obstacles[0].pos_x				= -3.946180 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 151 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -6.809749 
=888=R=Obstacles[0].pos_x				= -4.562731 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 152 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.715942 
=888=R=Obstacles[0].pos_x				= -3.676707 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 157 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -8.944117 
=888=R=Obstacles[0].pos_x				= -4.512088 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 158 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 4.390151 
=888=R=Obstacles[0].pos_x				= 2.621641 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 160 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 3.547627 
=888=R=Obstacles[0].pos_x				= 4.296389 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 170 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 4.130788 
=888=R=Obstacles[0].pos_x				= 10.987581 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 171 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 5.210100 
=888=R=Obstacles[0].pos_x				= 11.360739 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 178 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 6.128825 
=888=R=Obstacles[0].pos_x				= 9.748068 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 182 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 5.807315 
=888=R=Obstacles[0].pos_x				= 7.789705 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 219 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -17.636559 
=888=R=Obstacles[0].pos_x				= -6.305651 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
=888=R=Obstacles[0].id					= 226 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= -2.269797 
=888=R=Obstacles[0].pos_x				= -7.024432 
=888=R=Obstacles[0].heading 				= 0.260749 
=888=R=Obstacles[0].length				= 3.000000 
=888=R=Obstacles[0].width				= 1.700000 
=888=R=Obstacles[0].rel_speed_y 			= 0.000000 
=888=R=Obstacles[0].rel_speed_x 			= 0.000000 
NewDir/plan.cpp===Line: 00277: R=ObstacleGridMap[0][0]				= 3 
===NewDir/plan.cpp===Line: 00278: R=ObstacleGridMap[0][199]			= 3 
===NewDir/plan.cpp===Line: 00279: R=ObstacleGridMap[399][0]			= 1 
===NewDir/plan.cpp===Line: 00280: R=ObstacleGridMap[399][199]			= 3 
===NewDir/plan.cpp===Line: 00381: R=Latitude 	= 0.000000 
===NewDir/plan.cpp===Line: 00382: R=Longitude	= 0.000000 
===NewDir/plan.cpp===Line: 00393: R=LocalizationResult.x 		= 0.000000 
===NewDir/plan.cpp===Line: 00394: R=LocalizationResult.y 		= 0.000000 
===NewDir/plan.cpp===Line: 00443: R=sysmgtAvpCmdInfo.avp_req = 0 
===NewDir/plan.cpp===Line: 00462: R=sysmgtStatusInfo.StateAVP		= 1 
===NewDir/plan.cpp===Line: 00463: R=sysmgtStatusInfo.StateAVPLast	= 0 
===NewDir/plan.cpp===Line: 00493: R=hdmapInfo.planpath	= 0 
===NewDir/plan.cpp===Line: 00498: R=hdmapInfo.goal_x 	= 0.000000 
===NewDir/plan.cpp===Line: 00499: R=hdmapInfo.goal_y 	= 0.000000 
===NewDir/plan.cpp===Line: 00515: =2020-05-16-PathPlanner_Process_100ms===Read_PpHdMap_DeHdmapFrontPlLane===  
===NewDir/plan.cpp===Line: 00519: R=plan_seg_count			= 0 
===NewDir/plan.cpp===Line: 00632: R=hdmapLocalLaneInfo.LocalLane[0].node_count	= 0 
===NewDir/plan.cpp===Line: 00633: R=hdmapLocalLaneInfo.LocalLane[0].laneID	= 0 
===NewDir/plan.cpp===Line: 00641: R=lane_count	= 0 
===NewDir/plan.cpp===Line: 00642: R=next_seg_count		= 0 
===NewDir/plan.cpp===Line: 00652: =R=globalPathStatus.globalpath_status		= 0 
===NewDir/plan.cpp===Line: 00683: =101size=====  0
======plan.cpp===client = -1
tcp client readn error
command received...len = 0
waiting for reconnection...
NewDir/plan.cpp===Line: 01385: W=apaParkingInfo.APA_PrkgMod			= 0 
===NewDir/plan.cpp===Line: 01386: W=apaParkingInfo.APA_OrntnChgAvl		= 0 
===NewDir/plan.cpp===Line: 01387: W=apaParkingInfo.APA_CrtPrkgOrntn		= 0 
===NewDir/plan.cpp===Line: 01388: W=apaParkingInfo.APA_PrkgModChgAvl		= 0 
===NewDir/plan.cpp===Line: 01389: W=apaParkingInfo.APA_PrkgDirChgAvl		= 0 
===NewDir/plan.cpp===Line: 01390: W=apaParkingInfo.APA_UISettingModAvl	= 0 
===NewDir/plan.cpp===Line: 01391: W=apaParkingInfo.APA_PrkgDir			= 0 
===NewDir/plan.cpp===Line: 01392: W=apaParkingInfo.APA_UISettingMod		= 0 
===NewDir/plan.cpp===Line: 01393: W=apaParkingInfo.APA_PrkgSlot_1L		= 0 
===NewDir/plan.cpp===Line: 01394: W=apaParkingInfo.APA_PrkgSlot_2L		= 0 
===NewDir/plan.cpp===Line: 01395: W=apaParkingInfo.APA_PrkgSlot_3L		= 0 
===NewDir/plan.cpp===Line: 01396: W=apaParkingInfo.APA_PrkgSlot_1R		= 0 
===NewDir/plan.cpp===Line: 01397: W=apaParkingInfo.APA_PrkgSlot_2R		= 0 
===NewDir/plan.cpp===Line: 01398: W=apaParkingInfo.APA_PrkgSlot_3R		= 0 
===NewDir/plan.cpp===Line: 01399: W=apaParkingInfo.APA_PrkgSlotCoor_1L	= 0 
===NewDir/plan.cpp===Line: 01400: W=apaParkingInfo.APA_PrkgSlotCoor_2L	= 0 
===NewDir/plan.cpp===Line: 01401: W=apaParkingInfo.APA_PrkgSlotCoor_3L	= 0 
===NewDir/plan.cpp===Line: 01402: W=apaParkingInfo.APA_PrkgSlotCoor_1R	= 0 
===NewDir/plan.cpp===Line: 01403: W=apaParkingInfo.APA_PrkgSlotCoor_2R	= 0 
===NewDir/plan.cpp===Line: 01404: W=apaParkingInfo.APA_PrkgSlotCoor_3R	= 0 
===NewDir/plan.cpp===Line: 01405: W=apaParkingInfo.APA_PrkgSlotSta_1L 	= 0 
===NewDir/plan.cpp===Line: 01406: W=apaParkingInfo.APA_PrkgSlotSta_2L 	= 0 
===NewDir/plan.cpp===Line: 01407: W=apaParkingInfo.APA_PrkgSlotSta_3L 	= 0 
===NewDir/plan.cpp===Line: 01408: W=apaParkingInfo.APA_PrkgSlotSta_1R 	= 0 
===NewDir/plan.cpp===Line: 01409: W=apaParkingInfo.APA_PrkgSlotSta_2R 	= 0 
===NewDir/plan.cpp===Line: 01410: W=apaParkingInfo.APA_PrkgSlotSta_3R 	= 0 
===NewDir/plan.cpp===Line: 01419: W=parkId.parking_id = 0 
===NewDir/plan.cpp===Line: 01427: W=parkStartInfo.park_start_flag = 0 
===NewDir/plan.cpp===Line: 01429: W=ParkingRefPos.parking_length			= 0.000000 
===NewDir/plan.cpp===Line: 01430: W=ParkingRefPos.parking_depth 			= 0.000000 
===NewDir/plan.cpp===Line: 01431: W=ParkingRefPos.parking_type			= 0 
===NewDir/plan.cpp===Line: 01432: W=ParkingRefPos.park_direction			= 0 
===NewDir/plan.cpp===Line: 01434: W=ParkingRefPos.start_point_x 			= 0.000000 
===NewDir/plan.cpp===Line: 01435: W=ParkingRefPos.start_point_y 			= 0.000000 
===NewDir/plan.cpp===Line: 01436: W=ParkingRefPos.start_point_heading	= 0.000000 
===NewDir/plan.cpp===Line: 01437: W=ParkingRefPos.line_fir_point_x	 	= 0.000000 
===NewDir/plan.cpp===Line: 01438: W=ParkingRefPos.line_fir_point_y	 	= 0.000000 
===NewDir/plan.cpp===Line: 01439: W=ParkingRefPos.line_sec_point_x	 	= 0.000000 
===NewDir/plan.cpp===Line: 01440: W=ParkingRefPos.line_sec_point_y	 	= 0.000000 
===NewDir/plan.cpp===Line: 01441: W=ParkingRefPos.fr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01442: W=ParkingRefPos.fr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01443: W=ParkingRefPos.rr_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01444: W=ParkingRefPos.rr_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01445: W=ParkingRefPos.rl_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01446: W=ParkingRefPos.rl_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01447: W=ParkingRefPos.fl_point_x	 = 0.000000 
===NewDir/plan.cpp===Line: 01448: W=ParkingRefPos.fl_point_y	 = 0.000000 
===NewDir/plan.cpp===Line: 01456: W=toSysMgtInfo.PathPlannerParkStartFlag 	= 0 
===NewDir/plan.cpp===Line: 01457: W=toSysMgtInfo.PathPlannerCallTerminalFlag	= 0 
===NewDir/plan.cpp===Line: 01458: W=toSysMgtInfo.no_parking					= 0 
===NewDir/plan.cpp===Line: 01459: W=toSysMgtInfo.trajectory_status			= 0 
===NewDir/plan.cpp===Line: 01460: W=toSysMgtInfo.obstacle_flag				= 0 
===NewDir/plan.cpp===Line: 01461: W=toSysMgtInfo.light						= 0 
===NewDir/plan.cpp===Line: 01462: W=toSysMgtInfo.find_park_type				= 0 
===NewDir/plan.cpp===Line: 01472: W=errorFlag.pathplanner_status	 = 0 
===NewDir/plan.cpp===Line: 01478: W==PathPlanner_Process_100ms===Write_PpPathPlanner_DePlanningFlag===	
===NewDir/plan.cpp===Line: 01482: W=planReqFlag.planning_hdmap_flag = 0 
====888===PathPlanner_Process_100ms=== 
NewDir/plan.cpp===Line: 00072: PathPlanner Version =V1.16 
===NewDir/plan.cpp===Line: 00073: PathPlannerbin Version=V36 
===NewDir/plan.cpp===Line: 00159: R=parkingPlaceInfo.park_num					= 0 
===NewDir/plan.cpp===Line: 00205: R=frame_index			= 81519 
===NewDir/plan.cpp===Line: 00206: R=obstacle_num 			= 19 
====888=R=Obstacles[0].id					= 6 
=888=R=Obstacles[0].type					= 1 
=888=R=Obstacles[0].pos_y				= 0.044944 
=888=R=Obstacles[0].pos_x				= 9.876477 
